"SampleName";"Locus";"Coverage"
"S136";"TH01";4721
"S136";"TPOX";884
"S136";"VWA";603
"S137";"CSF1PO";181
"S137";"D10S1248";908
"S137";"D12S391";1182
"S137";"D13S317";1033
"S137";"D16S539";1262
"S137";"D17S1301";986
"S137";"D18S51";1007
"S137";"D19S433";1675
"S137";"D1S1656";404
"S137";"D20S482";3716
"S137";"D21S11";965
"S137";"D22S1045";1922
"S137";"D2S1338";1180
"S137";"D2S441";1600
"S137";"D3S1358";2953
"S137";"D4S2408";1119
"S137";"D5S818";429
"S137";"D6S1043";4019
"S137";"D7S820";1019
"S137";"D8S1179";1303
"S137";"D9S1122";1685
"S137";"FGA";2083
"S137";"PENTA D";707
"S137";"PENTA E";452
"S137";"TH01";4967
"S137";"TPOX";603
"S137";"VWA";456
"S138";"CSF1PO";322
"S138";"D10S1248";1076
"S138";"D12S391";941
"S138";"D13S317";1280
"S138";"D16S539";1461
"S138";"D17S1301";1387
"S138";"D18S51";1281
"S138";"D19S433";1520
"S138";"D1S1656";241
"S138";"D20S482";4616
"S138";"D21S11";762
"S138";"D22S1045";2167
"S138";"D2S1338";1293
"S138";"D2S441";1760
"S138";"D3S1358";3040
"S138";"D4S2408";1278
"S138";"D5S818";685
"S138";"D6S1043";3560
"S138";"D7S820";876
"S138";"D8S1179";1446
"S138";"D9S1122";1818
"S138";"FGA";2360
"S138";"PENTA D";857
"S138";"PENTA E";324
"S138";"TH01";4942
"S138";"TPOX";715
"S138";"VWA";590
"S139";"CSF1PO";338
"S139";"D10S1248";1102
"S139";"D12S391";1379
"S139";"D13S317";1417
"S139";"D16S539";1144
"S139";"D17S1301";1314
"S139";"D18S51";1242
"S139";"D19S433";1109
"S139";"D1S1656";704
"S139";"D20S482";4163
"S139";"D21S11";932
"S139";"D22S1045";866
"S139";"D2S1338";1554
"S139";"D2S441";2068
"S139";"D3S1358";3188
"S139";"D4S2408";1674
"S139";"D5S818";453
"S139";"D6S1043";3576
"S139";"D7S820";748
"S139";"D8S1179";2128
"S139";"D9S1122";2161
"S139";"FGA";2957
"S139";"PENTA D";696
"S139";"PENTA E";444
"S139";"TH01";6929
"S139";"TPOX";1118
"S139";"VWA";620
"S14";"CSF1PO";649
"S14";"D10S1248";930
"S14";"D12S391";1306
"S14";"D13S317";1377
"S14";"D16S539";1891
"S14";"D17S1301";1012
"S14";"D18S51";1145
"S14";"D19S433";1082
"S14";"D1S1656";338
"S14";"D20S482";3551
"S14";"D21S11";1403
"S14";"D22S1045";1583
"S14";"D2S1338";1389
"S14";"D2S441";2092
"S14";"D3S1358";2722
"S14";"D4S2408";1776
"S14";"D5S818";761
"S14";"D6S1043";2652
"S14";"D7S820";1000
"S14";"D8S1179";2033
"S14";"D9S1122";2914
"S14";"FGA";1981
"S14";"PENTA D";880
"S14";"PENTA E";546
"S14";"TH01";4023
"S14";"TPOX";1504
"S14";"VWA";560
"S140";"CSF1PO";272
"S140";"D10S1248";871
"S140";"D12S391";1022
"S140";"D13S317";970
"S140";"D16S539";1238
"S140";"D17S1301";1284
"S140";"D18S51";1141
"S140";"D19S433";1561
"S140";"D1S1656";659
"S140";"D20S482";3994
"S140";"D21S11";908
"S140";"D22S1045";1238
"S140";"D2S1338";1150
"S140";"D2S441";1627
"S140";"D3S1358";2226
"S140";"D4S2408";1455
"S140";"D5S818";602
"S140";"D6S1043";3402
"S140";"D7S820";721
"S140";"D8S1179";1648
"S140";"D9S1122";2129
"S140";"FGA";1713
"S140";"PENTA D";847
"S140";"PENTA E";261
"S140";"TH01";5538
"S140";"TPOX";833
"S140";"VWA";461
"S141";"CSF1PO";300
"S141";"D10S1248";830
"S141";"D12S391";895
"S141";"D13S317";696
"S141";"D16S539";1114
"S141";"D17S1301";1150
"S141";"D18S51";663
"S141";"D19S433";1110
"S141";"D1S1656";462
"S141";"D20S482";4448
"S141";"D21S11";665
"S141";"D22S1045";2062
"S141";"D2S1338";739
"S141";"D2S441";1333
"S141";"D3S1358";1751
"S141";"D4S2408";1307
"S141";"D5S818";394
"S141";"D6S1043";3137
"S141";"D7S820";749
"S141";"D8S1179";1280
"S141";"D9S1122";1669
"S141";"FGA";1978
"S141";"PENTA D";611
"S141";"PENTA E";464
"S141";"TH01";5374
"S141";"TPOX";897
"S141";"VWA";374
"S142";"CSF1PO";283
"S142";"D10S1248";1086
"S142";"D12S391";978
"S142";"D13S317";1245
"S142";"D16S539";1587
"S142";"D17S1301";1245
"S142";"D18S51";1282
"S142";"D19S433";1579
"S142";"D1S1656";407
"S142";"D20S482";5031
"S142";"D21S11";950
"S142";"D22S1045";1062
"S142";"D2S1338";1083
"S142";"D2S441";2016
"S142";"D3S1358";3153
"S142";"D4S2408";1197
"S142";"D5S818";656
"S142";"D6S1043";3348
"S142";"D7S820";903
"S142";"D8S1179";1752
"S142";"D9S1122";2025
"S142";"FGA";2326
"S142";"PENTA D";880
"S142";"PENTA E";449
"S142";"TH01";5868
"S142";"TPOX";770
"S142";"VWA";535
"S143";"CSF1PO";229
"S143";"D10S1248";1162
"S143";"D12S391";888
"S143";"D13S317";1135
"S143";"D16S539";1494
"S143";"D17S1301";1264
"S143";"D18S51";1112
"S143";"D19S433";1290
"S143";"D1S1656";552
"S143";"D20S482";3346
"S143";"D21S11";838
"S143";"D22S1045";948
"S143";"D2S1338";959
"S143";"D2S441";1602
"S143";"D3S1358";2996
"S143";"D4S2408";1206
"S143";"D5S818";515
"S143";"D6S1043";3685
"S143";"D7S820";741
"S143";"D8S1179";1317
"S143";"D9S1122";1873
"S143";"FGA";1746
"S143";"PENTA D";710
"S143";"PENTA E";642
"S143";"TH01";4235
"S143";"TPOX";1106
"S143";"VWA";526
"S144";"CSF1PO";303
"S144";"D10S1248";907
"S144";"D12S391";1111
"S144";"D13S317";1203
"S144";"D16S539";1255
"S144";"D17S1301";1211
"S144";"D18S51";1245
"S144";"D19S433";1178
"S144";"D1S1656";568
"S144";"D20S482";3962
"S144";"D21S11";975
"S144";"D22S1045";1603
"S144";"D2S1338";1306
"S144";"D2S441";1970
"S144";"D3S1358";2959
"S144";"D4S2408";1452
"S144";"D5S818";551
"S144";"D6S1043";3820
"S144";"D7S820";1026
"S144";"D8S1179";2176
"S144";"D9S1122";2743
"S144";"FGA";2071
"S144";"PENTA D";814
"S144";"PENTA E";613
"S144";"TH01";5187
"S144";"TPOX";1207
"S144";"VWA";637
"S145";"CSF1PO";343
"S145";"D10S1248";1168
"S145";"D12S391";1086
"S145";"D13S317";1309
"S145";"D16S539";1512
"S145";"D17S1301";1586
"S145";"D18S51";1294
"S145";"D19S433";1554
"S145";"D1S1656";644
"S145";"D20S482";4357
"S145";"D21S11";1026
"S145";"D22S1045";2596
"S145";"D2S1338";1445
"S145";"D2S441";2115
"S145";"D3S1358";3415
"S145";"D4S2408";1499
"S145";"D5S818";852
"S145";"D6S1043";4216
"S145";"D7S820";1054
"S145";"D8S1179";2179
"S145";"D9S1122";2783
"S145";"FGA";2540
"S145";"PENTA D";932
"S145";"PENTA E";801
"S145";"TH01";5009
"S145";"TPOX";1219
"S145";"VWA";784
"S146";"CSF1PO";494
"S146";"D10S1248";1288
"S146";"D12S391";835
"S146";"D13S317";1384
"S146";"D16S539";1255
"S146";"D17S1301";1627
"S146";"D18S51";1359
"S146";"D19S433";1362
"S146";"D1S1656";502
"S146";"D20S482";5017
"S146";"D21S11";835
"S146";"D22S1045";2215
"S146";"D2S1338";1581
"S146";"D2S441";1954
"S146";"D3S1358";2817
"S146";"D4S2408";1713
"S146";"D5S818";685
"S146";"D6S1043";3287
"S146";"D7S820";1133
"S146";"D8S1179";2577
"S146";"D9S1122";2778
"S146";"FGA";2233
"S146";"PENTA D";879
"S146";"PENTA E";375
"S146";"TH01";6959
"S146";"TPOX";1338
"S146";"VWA";618
"S147";"CSF1PO";348
"S147";"D10S1248";1331
"S147";"D12S391";1071
"S147";"D13S317";1797
"S147";"D16S539";1362
"S147";"D17S1301";2021
"S147";"D18S51";1382
"S147";"D19S433";1488
"S147";"D1S1656";492
"S147";"D20S482";4587
"S147";"D21S11";1010
"S147";"D22S1045";1888
"S147";"D2S1338";1393
"S147";"D2S441";2042
"S147";"D3S1358";3381
"S147";"D4S2408";1935
"S147";"D5S818";777
"S147";"D6S1043";3476
"S147";"D7S820";863
"S147";"D8S1179";1968
"S147";"D9S1122";2339
"S147";"FGA";2476
"S147";"PENTA D";793
"S147";"PENTA E";487
"S147";"TH01";4242
"S147";"TPOX";1046
"S147";"VWA";746
"S148";"CSF1PO";335
"S148";"D10S1248";1037
"S148";"D12S391";986
"S148";"D13S317";1680
"S148";"D16S539";1072
"S148";"D17S1301";1642
"S148";"D18S51";1535
"S148";"D19S433";1283
"S148";"D1S1656";372
"S148";"D20S482";3618
"S148";"D21S11";1036
"S148";"D22S1045";1256
"S148";"D2S1338";1120
"S148";"D2S441";2048
"S148";"D3S1358";3040
"S148";"D4S2408";1534
"S148";"D5S818";737
"S148";"D6S1043";3058
"S148";"D7S820";1076
"S148";"D8S1179";1631
"S148";"D9S1122";1989
"S148";"FGA";2890
"S148";"PENTA D";934
"S148";"PENTA E";564
"S148";"TH01";3142
"S148";"TPOX";1210
"S148";"VWA";493
"S149";"CSF1PO";229
"S149";"D10S1248";998
"S149";"D12S391";759
"S149";"D13S317";1210
"S149";"D16S539";1194
"S149";"D17S1301";955
"S149";"D18S51";758
"S149";"D19S433";1274
"S149";"D1S1656";273
"S149";"D20S482";3853
"S149";"D21S11";724
"S149";"D22S1045";1082
"S149";"D2S1338";983
"S149";"D2S441";1546
"S149";"D3S1358";2307
"S149";"D4S2408";1299
"S149";"D5S818";501
"S149";"D6S1043";2902
"S149";"D7S820";1014
"S149";"D8S1179";1364
"S149";"D9S1122";1310
"S149";"FGA";2441
"S149";"PENTA D";815
"S149";"PENTA E";391
"S149";"TH01";3743
"S149";"TPOX";1052
"S149";"VWA";439
"S15";"CSF1PO";410
"S15";"D10S1248";846
"S15";"D12S391";846
"S15";"D13S317";812
"S15";"D16S539";1475
"S15";"D17S1301";579
"S15";"D18S51";614
"S15";"D19S433";848
"S15";"D1S1656";286
"S15";"D20S482";2974
"S15";"D21S11";862
"S15";"D22S1045";775
"S15";"D2S1338";866
"S15";"D2S441";1123
"S15";"D3S1358";1860
"S15";"D4S2408";975
"S15";"D5S818";475
"S15";"D6S1043";1866
"S15";"D7S820";565
"S15";"D8S1179";1157
"S15";"D9S1122";1531
"S15";"FGA";1306
"S15";"PENTA D";446
"S15";"PENTA E";251
"S15";"TH01";2779
"S15";"TPOX";901
"S15";"VWA";333
"S150";"CSF1PO";218
"S150";"D10S1248";684
"S150";"D12S391";622
"S150";"D13S317";578
"S150";"D16S539";818
"S150";"D17S1301";1056
"S150";"D18S51";884
"S150";"D19S433";1048
"S150";"D1S1656";275
"S150";"D20S482";3442
"S150";"D21S11";613
"S150";"D22S1045";911
"S150";"D2S1338";1042
"S150";"D2S441";1148
"S150";"D3S1358";1949
"S150";"D4S2408";785
"S150";"D5S818";354
"S150";"D6S1043";2287
"S150";"D7S820";757
"S150";"D8S1179";1478
"S150";"D9S1122";1359
"S150";"FGA";1303
"S150";"PENTA D";485
"S150";"PENTA E";304
"S150";"TH01";3134
"S150";"TPOX";619
"S150";"VWA";590
"S151";"CSF1PO";244
"S151";"D10S1248";931
"S151";"D12S391";861
"S151";"D13S317";1189
"S151";"D16S539";1338
"S151";"D17S1301";932
"S151";"D18S51";1137
"S151";"D19S433";1510
"S151";"D1S1656";346
"S151";"D20S482";3828
"S151";"D21S11";885
"S151";"D22S1045";1468
"S151";"D2S1338";1035
"S151";"D2S441";1495
"S151";"D3S1358";2058
"S151";"D4S2408";984
"S151";"D5S818";425
"S151";"D6S1043";3547
"S151";"D7S820";623
"S151";"D8S1179";1248
"S151";"D9S1122";1439
"S151";"FGA";1374
"S151";"PENTA D";692
"S151";"PENTA E";376
"S151";"TH01";3718
"S151";"TPOX";564
"S151";"VWA";423
"S152";"CSF1PO";274
"S152";"D10S1248";755
"S152";"D12S391";698
"S152";"D13S317";1160
"S152";"D16S539";1298
"S152";"D17S1301";971
"S152";"D18S51";1026
"S152";"D19S433";1051
"S152";"D1S1656";244
"S152";"D20S482";3627
"S152";"D21S11";733
"S152";"D22S1045";843
"S152";"D2S1338";906
"S152";"D2S441";1423
"S152";"D3S1358";1974
"S152";"D4S2408";1339
"S152";"D5S818";617
"S152";"D6S1043";3012
"S152";"D7S820";843
"S152";"D8S1179";1599
"S152";"D9S1122";1719
"S152";"FGA";1651
"S152";"PENTA D";856
"S152";"PENTA E";481
"S152";"TH01";4573
"S152";"TPOX";954
"S152";"VWA";464
"S153";"CSF1PO";277
"S153";"D10S1248";810
"S153";"D12S391";802
"S153";"D13S317";837
"S153";"D16S539";1186
"S153";"D17S1301";692
"S153";"D18S51";659
"S153";"D19S433";1126
"S153";"D1S1656";324
"S153";"D20S482";3496
"S153";"D21S11";633
"S153";"D22S1045";1046
"S153";"D2S1338";841
"S153";"D2S441";1058
"S153";"D3S1358";2095
"S153";"D4S2408";1071
"S153";"D5S818";517
"S153";"D6S1043";2921
"S153";"D7S820";828
"S153";"D8S1179";1661
"S153";"D9S1122";1500
"S153";"FGA";1573
"S153";"PENTA D";677
"S153";"PENTA E";455
"S153";"TH01";4109
"S153";"TPOX";718
"S153";"VWA";364
"S154";"CSF1PO";219
"S154";"D10S1248";824
"S154";"D12S391";683
"S154";"D13S317";1056
"S154";"D16S539";1263
"S154";"D17S1301";1337
"S154";"D18S51";1072
"S154";"D19S433";1201
"S154";"D1S1656";281
"S154";"D20S482";3752
"S154";"D21S11";626
"S154";"D22S1045";919
"S154";"D2S1338";1018
"S154";"D2S441";1388
"S154";"D3S1358";2169
"S154";"D4S2408";1248
"S154";"D5S818";416
"S154";"D6S1043";2729
"S154";"D7S820";759
"S154";"D8S1179";1776
"S154";"D9S1122";1890
"S154";"FGA";1600
"S154";"PENTA D";702
"S154";"PENTA E";317
"S154";"TH01";3982
"S154";"TPOX";589
"S154";"VWA";305
"S155";"CSF1PO";185
"S155";"D10S1248";563
"S155";"D12S391";607
"S155";"D13S317";725
"S155";"D16S539";734
"S155";"D17S1301";873
"S155";"D18S51";539
"S155";"D19S433";688
"S155";"D1S1656";239
"S155";"D20S482";2265
"S155";"D21S11";548
"S155";"D22S1045";1138
"S155";"D2S1338";750
"S155";"D2S441";1232
"S155";"D3S1358";1340
"S155";"D4S2408";949
"S155";"D5S818";384
"S155";"D6S1043";2705
"S155";"D7S820";554
"S155";"D8S1179";1131
"S155";"D9S1122";1372
"S155";"FGA";1374
"S155";"PENTA D";558
"S155";"PENTA E";456
"S155";"TH01";3079
"S155";"TPOX";805
"S155";"VWA";360
"S156";"CSF1PO";207
"S156";"D10S1248";597
"S156";"D12S391";821
"S156";"D13S317";1005
"S156";"D16S539";964
"S156";"D17S1301";814
"S156";"D18S51";849
"S156";"D19S433";1251
"S156";"D1S1656";284
"S156";"D20S482";3852
"S156";"D21S11";609
"S156";"D22S1045";1442
"S156";"D2S1338";954
"S156";"D2S441";1286
"S156";"D3S1358";2202
"S156";"D4S2408";1103
"S156";"D5S818";693
"S156";"D6S1043";2476
"S156";"D7S820";547
"S156";"D8S1179";1402
"S156";"D9S1122";1596
"S156";"FGA";1612
"S156";"PENTA D";640
"S156";"PENTA E";294
"S156";"TH01";3056
"S156";"TPOX";666
"S156";"VWA";394
"S157";"CSF1PO";284
"S157";"D10S1248";666
"S157";"D12S391";589
"S157";"D13S317";771
"S157";"D16S539";841
"S157";"D17S1301";659
"S157";"D18S51";673
"S157";"D19S433";1089
"S157";"D1S1656";264
"S157";"D20S482";4254
"S157";"D21S11";605
"S157";"D22S1045";1291
"S157";"D2S1338";874
"S157";"D2S441";932
"S157";"D3S1358";1524
"S157";"D4S2408";1026
"S157";"D5S818";344
"S157";"D6S1043";2721
"S157";"D7S820";564
"S157";"D8S1179";1005
"S157";"D9S1122";1814
"S157";"FGA";1474
"S157";"PENTA D";596
"S157";"PENTA E";404
"S157";"TH01";2883
"S157";"TPOX";780
"S157";"VWA";471
"S158";"CSF1PO";324
"S158";"D10S1248";815
"S158";"D12S391";655
"S158";"D13S317";1331
"S158";"D16S539";1059
"S158";"D17S1301";1120
"S158";"D18S51";936
"S158";"D19S433";1060
"S158";"D1S1656";251
"S158";"D20S482";3795
"S158";"D21S11";702
"S158";"D22S1045";561
"S158";"D2S1338";902
"S158";"D2S441";1517
"S158";"D3S1358";2084
"S158";"D4S2408";1336
"S158";"D5S818";534
"S158";"D6S1043";2935
"S158";"D7S820";693
"S158";"D8S1179";1716
"S158";"D9S1122";1731
"S158";"FGA";2032
"S158";"PENTA D";573
"S158";"PENTA E";392
"S158";"TH01";3997
"S158";"TPOX";874
"S158";"VWA";367
"S159";"CSF1PO";316
"S159";"D10S1248";832
"S159";"D12S391";971
"S159";"D13S317";1104
"S159";"D16S539";764
"S159";"D17S1301";681
"S159";"D18S51";635
"S159";"D19S433";948
"S159";"D1S1656";261
"S159";"D20S482";3320
"S159";"D21S11";595
"S159";"D22S1045";800
"S159";"D2S1338";807
"S159";"D2S441";1315
"S159";"D3S1358";2057
"S159";"D4S2408";1314
"S159";"D5S818";516
"S159";"D6S1043";1895
"S159";"D7S820";625
"S159";"D8S1179";1617
"S159";"D9S1122";1571
"S159";"FGA";1534
"S159";"PENTA D";624
"S159";"PENTA E";273
"S159";"TH01";4441
"S159";"TPOX";878
"S159";"VWA";465
"S16";"CSF1PO";827
"S16";"D10S1248";1016
"S16";"D12S391";959
"S16";"D13S317";1414
"S16";"D16S539";1707
"S16";"D17S1301";1363
"S16";"D18S51";1585
"S16";"D19S433";1435
"S16";"D1S1656";348
"S16";"D20S482";4030
"S16";"D21S11";962
"S16";"D22S1045";237
"S16";"D2S1338";2153
"S16";"D2S441";2645
"S16";"D3S1358";3001
"S16";"D4S2408";1804
"S16";"D5S818";441
"S16";"D6S1043";3274
"S16";"D7S820";725
"S16";"D8S1179";2643
"S16";"D9S1122";3372
"S16";"FGA";1927
"S16";"PENTA D";367
"S16";"PENTA E";66
"S16";"TH01";5584
"S16";"TPOX";1523
"S16";"VWA";582
"S160";"CSF1PO";305
"S160";"D10S1248";921
"S160";"D12S391";887
"S160";"D13S317";1113
"S160";"D16S539";1325
"S160";"D17S1301";632
"S160";"D18S51";675
"S160";"D19S433";963
"S160";"D1S1656";300
"S160";"D20S482";3081
"S160";"D21S11";749
"S160";"D22S1045";911
"S160";"D2S1338";939
"S160";"D2S441";1489
"S160";"D3S1358";2056
"S160";"D4S2408";1111
"S160";"D5S818";534
"S160";"D6S1043";2938
"S160";"D7S820";670
"S160";"D8S1179";1621
"S160";"D9S1122";1858
"S160";"FGA";1553
"S160";"PENTA D";620
"S160";"PENTA E";492
"S160";"TH01";3868
"S160";"TPOX";673
"S160";"VWA";418
"S161";"CSF1PO";310
"S161";"D10S1248";758
"S161";"D12S391";872
"S161";"D13S317";916
"S161";"D16S539";923
"S161";"D17S1301";776
"S161";"D18S51";672
"S161";"D19S433";975
"S161";"D1S1656";356
"S161";"D20S482";2494
"S161";"D21S11";516
"S161";"D22S1045";1462
"S161";"D2S1338";893
"S161";"D2S441";1176
"S161";"D3S1358";1768
"S161";"D4S2408";913
"S161";"D5S818";542
"S161";"D6S1043";2024
"S161";"D7S820";615
"S161";"D8S1179";1403
"S161";"D9S1122";1389
"S161";"FGA";1369
"S161";"PENTA D";458
"S161";"PENTA E";282
"S161";"TH01";3610
"S161";"TPOX";794
"S161";"VWA";391
"S162";"CSF1PO";280
"S162";"D10S1248";636
"S162";"D12S391";532
"S162";"D13S317";581
"S162";"D16S539";683
"S162";"D17S1301";662
"S162";"D18S51";466
"S162";"D19S433";663
"S162";"D1S1656";190
"S162";"D20S482";2247
"S162";"D21S11";413
"S162";"D22S1045";1477
"S162";"D2S1338";652
"S162";"D2S441";1112
"S162";"D3S1358";1191
"S162";"D4S2408";655
"S162";"D5S818";321
"S162";"D6S1043";1584
"S162";"D7S820";410
"S162";"D8S1179";973
"S162";"D9S1122";1242
"S162";"FGA";1125
"S162";"PENTA D";317
"S162";"PENTA E";179
"S162";"TH01";2478
"S162";"TPOX";683
"S162";"VWA";284
"S163";"CSF1PO";239
"S163";"D10S1248";638
"S163";"D12S391";766
"S163";"D13S317";909
"S163";"D16S539";1021
"S163";"D17S1301";786
"S163";"D18S51";562
"S163";"D19S433";811
"S163";"D1S1656";200
"S163";"D20S482";3030
"S163";"D21S11";587
"S163";"D22S1045";1720
"S163";"D2S1338";810
"S163";"D2S441";1178
"S163";"D3S1358";1588
"S163";"D4S2408";1155
"S163";"D5S818";443
"S163";"D6S1043";2069
"S163";"D7S820";567
"S163";"D8S1179";1458
"S163";"D9S1122";1253
"S163";"FGA";1459
"S163";"PENTA D";460
"S163";"PENTA E";271
"S163";"TH01";3666
"S163";"TPOX";781
"S163";"VWA";315
"S164";"CSF1PO";163
"S164";"D10S1248";583
"S164";"D12S391";813
"S164";"D13S317";729
"S164";"D16S539";753
"S164";"D17S1301";556
"S164";"D18S51";376
"S164";"D19S433";699
"S164";"D1S1656";195
"S164";"D20S482";2420
"S164";"D21S11";597
"S164";"D22S1045";1824
"S164";"D2S1338";559
"S164";"D2S441";1003
"S164";"D3S1358";1624
"S164";"D4S2408";764
"S164";"D5S818";265
"S164";"D6S1043";1681
"S164";"D7S820";504
"S164";"D8S1179";1499
"S164";"D9S1122";964
"S164";"FGA";1228
"S164";"PENTA D";476
"S164";"PENTA E";278
"S164";"TH01";2548
"S164";"TPOX";574
"S164";"VWA";272
"S165";"CSF1PO";333
"S165";"D10S1248";671
"S165";"D12S391";754
"S165";"D13S317";901
"S165";"D16S539";930
"S165";"D17S1301";798
"S165";"D18S51";533
"S165";"D19S433";989
"S165";"D1S1656";247
"S165";"D20S482";2608
"S165";"D21S11";625
"S165";"D22S1045";836
"S165";"D2S1338";718
"S165";"D2S441";1176
"S165";"D3S1358";1937
"S165";"D4S2408";891
"S165";"D5S818";437
"S165";"D6S1043";2033
"S165";"D7S820";565
"S165";"D8S1179";1354
"S165";"D9S1122";1245
"S165";"FGA";1403
"S165";"PENTA D";389
"S165";"PENTA E";217
"S165";"TH01";2818
"S165";"TPOX";752
"S165";"VWA";385
"S166";"CSF1PO";343
"S166";"D10S1248";837
"S166";"D12S391";716
"S166";"D13S317";1177
"S166";"D16S539";1148
"S166";"D17S1301";707
"S166";"D18S51";792
"S166";"D19S433";1181
"S166";"D1S1656";305
"S166";"D20S482";3071
"S166";"D21S11";635
"S166";"D22S1045";990
"S166";"D2S1338";911
"S166";"D2S441";1210
"S166";"D3S1358";1807
"S166";"D4S2408";1140
"S166";"D5S818";449
"S166";"D6S1043";2448
"S166";"D7S820";823
"S166";"D8S1179";1560
"S166";"D9S1122";1309
"S166";"FGA";1442
"S166";"PENTA D";485
"S166";"PENTA E";252
"S166";"TH01";4132
"S166";"TPOX";952
"S166";"VWA";387
"S167";"CSF1PO";406
"S167";"D10S1248";922
"S167";"D12S391";841
"S167";"D13S317";843
"S167";"D16S539";1234
"S167";"D17S1301";797
"S167";"D18S51";856
"S167";"D19S433";1181
"S167";"D1S1656";235
"S167";"D20S482";4198
"S167";"D21S11";681
"S167";"D22S1045";1577
"S167";"D2S1338";1032
"S167";"D2S441";1283
"S167";"D3S1358";2136
"S167";"D4S2408";1589
"S167";"D5S818";639
"S167";"D6S1043";3482
"S167";"D7S820";779
"S167";"D8S1179";1468
"S167";"D9S1122";2233
"S167";"FGA";1802
"S167";"PENTA D";552
"S167";"PENTA E";422
"S167";"TH01";3104
"S167";"TPOX";1178
"S167";"VWA";443
"S168";"CSF1PO";260
"S168";"D10S1248";720
"S168";"D12S391";986
"S168";"D13S317";1089
"S168";"D16S539";1204
"S168";"D17S1301";1006
"S168";"D18S51";975
"S168";"D19S433";1425
"S168";"D1S1656";309
"S168";"D20S482";3868
"S168";"D21S11";697
"S168";"D22S1045";1691
"S168";"D2S1338";1113
"S168";"D2S441";1402
"S168";"D3S1358";2699
"S168";"D4S2408";1409
"S168";"D5S818";528
"S168";"D6S1043";4040
"S168";"D7S820";1078
"S168";"D8S1179";1657
"S168";"D9S1122";1882
"S168";"FGA";2071
"S168";"PENTA D";871
"S168";"PENTA E";479
"S168";"TH01";4077
"S168";"TPOX";815
"S168";"VWA";391
"S169";"CSF1PO";288
"S169";"D10S1248";987
"S169";"D12S391";921
"S169";"D13S317";926
"S169";"D16S539";1076
"S169";"D17S1301";1054
"S169";"D18S51";988
"S169";"D19S433";1170
"S169";"D1S1656";292
"S169";"D20S482";4149
"S169";"D21S11";840
"S169";"D22S1045";1082
"S169";"D2S1338";1128
"S169";"D2S441";1285
"S169";"D3S1358";2569
"S169";"D4S2408";1167
"S169";"D5S818";553
"S169";"D6S1043";3210
"S169";"D7S820";1104
"S169";"D8S1179";1498
"S169";"D9S1122";1919
"S169";"FGA";1921
"S169";"PENTA D";739
"S169";"PENTA E";287
"S169";"TH01";3128
"S169";"TPOX";996
"S169";"VWA";414
"S17";"CSF1PO";608
"S17";"D10S1248";675
"S17";"D12S391";619
"S17";"D13S317";740
"S17";"D16S539";1504
"S17";"D17S1301";862
"S17";"D18S51";1076
"S17";"D19S433";831
"S17";"D1S1656";363
"S17";"D20S482";4031
"S17";"D21S11";1084
"S17";"D22S1045";1409
"S17";"D2S1338";891
"S17";"D2S441";1647
"S17";"D3S1358";2884
"S17";"D4S2408";1743
"S17";"D5S818";404
"S17";"D6S1043";1728
"S17";"D7S820";684
"S17";"D8S1179";1887
"S17";"D9S1122";2288
"S17";"FGA";1302
"S17";"PENTA D";658
"S17";"PENTA E";315
"S17";"TH01";4164
"S17";"TPOX";1634
"S17";"VWA";414
"S170";"CSF1PO";412
"S170";"D10S1248";1242
"S170";"D12S391";1110
"S170";"D13S317";1098
"S170";"D16S539";1396
"S170";"D17S1301";1154
"S170";"D18S51";975
"S170";"D19S433";1487
"S170";"D1S1656";435
"S170";"D20S482";5306
"S170";"D21S11";822
"S170";"D22S1045";747
"S170";"D2S1338";1386
"S170";"D2S441";1691
"S170";"D3S1358";2786
"S170";"D4S2408";1658
"S170";"D5S818";605
"S170";"D6S1043";4140
"S170";"D7S820";1231
"S170";"D8S1179";2150
"S170";"D9S1122";2339
"S170";"FGA";2105
"S170";"PENTA D";806
"S170";"PENTA E";346
"S170";"TH01";4573
"S170";"TPOX";1256
"S170";"VWA";560
"S171";"CSF1PO";301
"S171";"D10S1248";961
"S171";"D12S391";1135
"S171";"D13S317";1117
"S171";"D16S539";1373
"S171";"D17S1301";1046
"S171";"D18S51";1130
"S171";"D19S433";1117
"S171";"D1S1656";416
"S171";"D20S482";4353
"S171";"D21S11";743
"S171";"D22S1045";1149
"S171";"D2S1338";1354
"S171";"D2S441";1439
"S171";"D3S1358";2732
"S171";"D4S2408";1310
"S171";"D5S818";553
"S171";"D6S1043";3709
"S171";"D7S820";919
"S171";"D8S1179";1551
"S171";"D9S1122";2132
"S171";"FGA";2077
"S171";"PENTA D";914
"S171";"PENTA E";481
"S171";"TH01";4265
"S171";"TPOX";846
"S171";"VWA";477
"S172";"CSF1PO";323
"S172";"D10S1248";1119
"S172";"D12S391";1129
"S172";"D13S317";1201
"S172";"D16S539";1313
"S172";"D17S1301";1020
"S172";"D18S51";1124
"S172";"D19S433";1372
"S172";"D1S1656";382
"S172";"D20S482";4534
"S172";"D21S11";865
"S172";"D22S1045";829
"S172";"D2S1338";1276
"S172";"D2S441";1674
"S172";"D3S1358";2823
"S172";"D4S2408";1508
"S172";"D5S818";589
"S172";"D6S1043";3022
"S172";"D7S820";1058
"S172";"D8S1179";1871
"S172";"D9S1122";1970
"S172";"FGA";2545
"S172";"PENTA D";852
"S172";"PENTA E";384
